ID,Class
11867,A
11868,f
11869,O
11870,A
11871,S
11872,a
11873,L
11874,r
11875,A
11876,S
11877,M
11878,3
11879,O
11880,N
11881,E
11882,S
11883,N
11884,B
11885,N
11886,S
11887,C
11888,T
11889,N
11890,l
11891,D
11892,T
11893,V
11894,e
11895,v
11896,R
11897,E
11898,n
11899,A
11900,C
11901,I
11902,H
11903,T
11904,1
11905,O
11906,H
11907,A
11908,S
11909,F
11910,L
11911,D
11912,R
11913,I
11914,T
11915,E
11916,S
11917,s
11918,N
11919,M
11920,R
11921,P
11922,A
11923,M
11924,a
11925,M
11926,A
11927,O
11928,m
11929,N
11930,A
11931,O
11932,L
11933,n
11934,i
11935,H
11936,O
11937,i
11938,A
11939,e
11940,s
11941,g
11942,N
11943,O
11944,C
11945,s
11946,A
11947,T
11948,N
11949,0
11950,O
11951,D
11952,r
11953,T
11954,a
11955,C
11956,A
11957,G
11958,F
11959,D
11960,A
11961,O
11962,E
11963,E
11964,R
11965,R
11966,E
11967,r
11968,S
11969,T
11970,T
11971,E
11972,E
11973,t
11974,T
11975,A
11976,t
11977,P
11978,O
11979,A
11980,o
11981,P
11982,R
11983,R
11984,A
11985,D
11986,A
11987,N
11988,D
11989,E
11990,O
11991,A
11992,R
11993,F
11994,E
11995,C
11996,S
11997,O
11998,A
11999,C
12000,T
12001,t
12002,A
12003,W
12004,R
12005,E
12006,t
12007,M
12008,A
12009,N
12010,B
12011,O
12012,O
12013,E
12014,7
12015,P
12016,o
12017,R
12018,A
12019,D
12020,T
12021,r
12022,D
12023,E
12024,S
12025,N
12026,S
12027,E
12028,8
12029,A
12030,e
12031,s
12032,j
12033,t
12034,O
12035,s
12036,R
12037,r
12038,L
12039,E
12040,D
12041,D
12042,E
12043,G
12044,N
12045,M
12046,s
12047,A
12048,R
12049,o
12050,C
12051,E
12052,I
12053,E
12054,S
12055,R
12056,A
12057,N
12058,u
12059,t
12060,w
12061,R
12062,I
12063,D
12064,R
12065,E
12066,B
12067,I
12068,H
12069,x
12070,A
12071,H
12072,C
12073,H
12074,A
12075,G
12076,t
12077,R
12078,T
12079,h
12080,H
12081,E
12082,a
12083,I
12084,s
12085,D
12086,A
12087,A
12088,M
12089,A
12090,A
12091,A
12092,M
12093,I
12094,Y
12095,A
12096,L
12097,A
12098,N
12099,R
12100,I
12101,r
12102,e
12103,D
12104,L
12105,I
12106,t
12107,s
12108,I
12109,H
12110,o
12111,A
12112,1
12113,S
12114,N
12115,D
12116,K
12117,8
12118,P
12119,N
12120,t
12121,v
12122,L
12123,i
12124,s
12125,T
12126,I
12127,A
12128,L
12129,N
12130,E
12131,O
12132,R
12133,B
12134,E
12135,D
12136,E
12137,U
12138,y
12139,H
12140,T
12141,C
12142,L
12143,R
12144,A
12145,V
12146,S
12147,O
12148,D
12149,E
12150,S
12151,O
12152,E
12153,N
12154,C
12155,T
12156,L
12157,A
12158,W
12159,O
12160,r
12161,b
12162,a
12163,I
12164,P
12165,e
12166,A
12167,O
12168,F
12169,D
12170,S
12171,C
12172,A
12173,o
12174,t
12175,N
12176,s
12177,a
12178,E
12179,D
12180,O
12181,C
12182,A
12183,C
12184,0
12185,B
12186,A
12187,O
12188,l
12189,L
12190,N
12191,M
12192,W
12193,s
12194,E
12195,E
12196,G
12197,S
12198,o
12199,L
12200,A
12201,e
12202,C
12203,E
12204,T
12205,S
12206,A
12207,A
12208,K
12209,S
12210,i
12211,T
12212,A
12213,R
12214,A
12215,E
12216,R
12217,S
12218,T
12219,m
12220,N
12221,t
12222,o
12223,N
12224,R
12225,n
12226,J
12227,D
12228,I
12229,l
12230,O
12231,E
12232,o
12233,r
12234,I
12235,E
12236,S
12237,I
12238,i
12239,T
12240,R
12241,R
12242,B
12243,A
12244,P
12245,H
12246,N
12247,M
12248,P
12249,j
12250,o
12251,P
12252,O
12253,n
12254,O
12255,Z
12256,A
12257,9
12258,I
12259,e
12260,A
12261,n
12262,a
12263,o
12264,a
12265,T
12266,C
12267,E
12268,O
12269,e
12270,I
12271,g
12272,C
12273,A
12274,O
12275,N
12276,I
12277,2
12278,C
12279,2
12280,H
12281,E
12282,D
12283,S
12284,E
12285,l
12286,o
12287,E
12288,r
12289,R
12290,H
12291,i
12292,A
12293,A
12294,N
12295,N
12296,G
12297,R
12298,B
12299,e
12300,l
12301,0
12302,R
12303,O
12304,R
12305,s
12306,A
12307,O
12308,E
12309,e
12310,C
12311,A
12312,M
12313,O
12314,M
12315,I
12316,A
12317,R
12318,o
12319,B
12320,R
12321,C
12322,i
12323,S
12324,R
12325,A
12326,N
12327,n
12328,0
12329,I
12330,E
12331,O
12332,F
12333,c
12334,e
12335,O
12336,N
12337,b
12338,U
12339,7
12340,O
12341,R
12342,R
12343,t
12344,E
12345,T
12346,e
12347,D
12348,N
12349,A
12350,P
12351,S
12352,K
12353,E
12354,C
12355,D
12356,e
12357,E
12358,F
12359,R
12360,A
12361,I
12362,I
12363,5
12364,Z
12365,F
12366,2
12367,H
12368,S
12369,I
12370,A
12371,O
12372,E
12373,E
12374,N
12375,N
12376,C
12377,N
12378,C
12379,o
12380,x
12381,i
12382,o
12383,O
12384,N
12385,A
12386,C
12387,t
12388,v
12389,U
12390,O
12391,T
12392,O
12393,A
12394,a
12395,N
12396,C
12397,b
12398,S
12399,H
12400,A
12401,N
12402,L
12403,i
12404,D
12405,A
12406,G
12407,E
12408,T
12409,L
12410,N
12411,O
12412,N
12413,R
12414,t
12415,r
12416,O
12417,T
12418,e
12419,E
12420,S
12421,E
12422,f
12423,R
12424,R
12425,V
12426,A
12427,p
12428,E
12429,O
12430,3
12431,F
12432,r
12433,e
12434,I
12435,A
12436,R
12437,O
12438,P
12439,o
12440,E
12441,D
12442,O
12443,j
12444,O
12445,n
12446,s
12447,A
12448,O
12449,E
12450,A
12451,I
12452,A
12453,A
12454,I
12455,r
12456,x
12457,T
12458,Y
12459,0
12460,A
12461,e
12462,i
12463,O
12464,Y
12465,E
12466,Z
12467,e
12468,e
12469,H
12470,C
12471,T
12472,F
12473,S
12474,E
12475,I
12476,W
12477,I
12478,O
12479,A
12480,O
12481,B
12482,A
12483,L
12484,O
12485,7
12486,O
12487,H
12488,N
12489,M
12490,N
12491,S
12492,A
12493,L
12494,L
12495,C
12496,E
12497,T
12498,A
12499,O
12500,D
12501,Y
12502,K
12503,U
